,global_id,Number,Cells
131,2449492730,132,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '15:55', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '16:28', 'global_id': 2449492730}"
132,2449492733,133,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '16:26', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '17:02', 'global_id': 2449492733}"
133,2449492736,134,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '17:06', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '17:38', 'global_id': 2449492736}"
134,2449492737,135,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '17:37', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '18:12', 'global_id': 2449492737}"
135,2449492740,136,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '18:15', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '18:48', 'global_id': 2449492740}"
136,2449492742,137,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '18:45', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '19:18', 'global_id': 2449492742}"
137,2449492744,138,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '19:27', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '20:02', 'global_id': 2449492744}"
138,2449492746,139,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '19:56', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '20:28', 'global_id': 2449492746}"
139,2449492748,140,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '20:35', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '21:08', 'global_id': 2449492748}"
140,2449492750,141,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '21:05', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '21:35', 'global_id': 2449492750}"
141,2449492751,142,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '21:44', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '22:14', 'global_id': 2449492751}"
142,2449492754,143,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '22:21', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '22:54', 'global_id': 2449492754}"
143,2449492756,144,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '22:53', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '23:28', 'global_id': 2449492756}"
144,2449492758,145,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '23:35', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '00:08', 'global_id': 2449492758}"
145,2449492760,146,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '00:06', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '00:41', 'global_id': 2449492760}"
146,2449492761,147,"{'StationStart': 'Окружная', 'Line': 'В Шереметьево', 'TimeStart': '00:54', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '01:29', 'global_id': 2449492761}"
147,2449494947,148,"{'StationStart': 'Киевский вокзал', 'Line': 'Во Внуково', 'TimeStart': '16:00', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '16:38', 'global_id': 2449494947}"
148,2449494948,149,"{'StationStart': 'Киевский вокзал', 'Line': 'Во Внуково', 'TimeStart': '17:00', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '17:38', 'global_id': 2449494948}"
149,2449494949,150,"{'StationStart': 'Киевский вокзал', 'Line': 'Во Внуково', 'TimeStart': '18:00', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '18:37', 'global_id': 2449494949}"
150,2449494950,151,"{'StationStart': 'Киевский вокзал', 'Line': 'Во Внуково', 'TimeStart': '19:00', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '19:39', 'global_id': 2449494950}"
151,2449494951,152,"{'StationStart': 'Киевский вокзал', 'Line': 'Во Внуково', 'TimeStart': '20:00', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '20:40', 'global_id': 2449494951}"
152,2449494952,153,"{'StationStart': 'Киевский вокзал', 'Line': 'Во Внуково', 'TimeStart': '21:00', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '21:37', 'global_id': 2449494952}"
153,2449494953,154,"{'StationStart': 'Киевский вокзал', 'Line': 'Во Внуково', 'TimeStart': '22:00', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '22:37', 'global_id': 2449494953}"
154,2449494954,155,"{'StationStart': 'Киевский вокзал', 'Line': 'Во Внуково', 'TimeStart': '23:00', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '23:38', 'global_id': 2449494954}"
155,2449494955,156,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '06:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '06:36', 'global_id': 2449494955}"
156,2449494956,157,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '07:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '07:37', 'global_id': 2449494956}"
157,2449494957,158,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '08:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '08:39', 'global_id': 2449494957}"
158,2449494958,159,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '09:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '09:39', 'global_id': 2449494958}"
159,2449494959,160,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '10:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '10:38', 'global_id': 2449494959}"
160,2449494960,161,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '11:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '11:38', 'global_id': 2449494960}"
161,2449494961,162,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '12:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '12:38', 'global_id': 2449494961}"
162,2449494962,163,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '13:11', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '13:40', 'global_id': 2449494962}"
163,2449494963,164,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '14:11', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '14:40', 'global_id': 2449494963}"
164,2449494964,165,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '15:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '15:35', 'global_id': 2449494964}"
165,2449494965,166,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '16:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '16:38', 'global_id': 2449494965}"
166,2449494966,167,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '17:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '17:38', 'global_id': 2449494966}"
167,2449494967,168,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '18:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '18:37', 'global_id': 2449494967}"
168,2449494968,169,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '19:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '19:39', 'global_id': 2449494968}"
169,2449494969,170,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '20:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '20:40', 'global_id': 2449494969}"
170,2449494970,171,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '21:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '21:37', 'global_id': 2449494970}"
171,2449494971,172,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '22:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '22:37', 'global_id': 2449494971}"
172,2449494972,173,"{'StationStart': 'Аминьевская', 'Line': 'Во Внуково', 'TimeStart': '23:10', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '23:38', 'global_id': 2449494972}"
173,2449494973,174,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '06:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '06:38', 'global_id': 2449494973}"
174,2449494974,175,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '07:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '07:39', 'global_id': 2449494974}"
175,2449494975,176,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '08:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '08:39', 'global_id': 2449494975}"
176,2449494976,177,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '09:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '09:41', 'global_id': 2449494976}"
177,2449494977,178,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '10:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '10:37', 'global_id': 2449494977}"
178,2449494978,179,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '11:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '11:38', 'global_id': 2449494978}"
179,2449494979,180,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '12:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '12:39', 'global_id': 2449494979}"
180,2449494980,181,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '13:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '13:35', 'global_id': 2449494980}"
181,2449494981,182,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '14:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '14:37', 'global_id': 2449494981}"
182,2449494982,183,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '15:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '15:38', 'global_id': 2449494982}"
183,2449494983,184,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '16:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '16:37', 'global_id': 2449494983}"
184,2449494984,185,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '17:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '17:36', 'global_id': 2449494984}"
185,2449494985,186,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '18:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '18:41', 'global_id': 2449494985}"
186,2449494986,187,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '19:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '19:40', 'global_id': 2449494986}"
187,2449494987,188,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '20:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '20:38', 'global_id': 2449494987}"
188,2449494988,189,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '21:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '21:42', 'global_id': 2449494988}"
189,2449494989,190,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '22:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '22:38', 'global_id': 2449494989}"
190,2449494990,191,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '23:00', 'StationEnd': 'Киевский вокзал', 'TimeEnd': '23:38', 'global_id': 2449494990}"
191,2449494991,192,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '06:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '06:28', 'global_id': 2449494991}"
192,2449494992,193,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '07:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '07:29', 'global_id': 2449494992}"
193,2449494993,194,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '08:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '08:29', 'global_id': 2449494993}"
194,2449494994,195,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '09:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '09:31', 'global_id': 2449494994}"
195,2449494995,196,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '10:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '10:27', 'global_id': 2449494995}"
196,2449494996,197,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '11:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '11:28', 'global_id': 2449494996}"
197,2449494997,198,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '12:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '12:29', 'global_id': 2449494997}"
198,2449494998,199,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '13:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '13:25', 'global_id': 2449494998}"
199,2449494999,200,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '14:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '14:27', 'global_id': 2449494999}"
200,2449495000,201,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '15:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '15:28', 'global_id': 2449495000}"
201,2449495001,202,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '16:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '16:27', 'global_id': 2449495001}"
202,2449495002,203,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '17:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '17:26', 'global_id': 2449495002}"
203,2449495003,204,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '18:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '18:31', 'global_id': 2449495003}"
204,2449495004,205,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '19:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '19:30', 'global_id': 2449495004}"
205,2449495005,206,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '20:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '20:28', 'global_id': 2449495005}"
206,2449495006,207,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '21:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '21:32', 'global_id': 2449495006}"
207,2449495007,208,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '22:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '22:28', 'global_id': 2449495007}"
208,2449495008,209,"{'StationStart': 'Аэропорт Внуково', 'Line': 'Во Внуково', 'TimeStart': '23:00', 'StationEnd': 'Аминьевская', 'TimeEnd': '23:28', 'global_id': 2449495008}"
209,2449495012,210,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '00:01', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '00:47', 'global_id': 2449495012}"
210,2449495013,211,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '06:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '06:45', 'global_id': 2449495013}"
211,2449495014,212,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '06:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '07:15', 'global_id': 2449495014}"
212,2449495015,213,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '07:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '07:48', 'global_id': 2449495015}"
213,2449495017,214,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '07:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '08:16', 'global_id': 2449495017}"
214,2449495018,215,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '08:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '08:46', 'global_id': 2449495018}"
215,2449495019,216,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '08:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '09:16', 'global_id': 2449495019}"
216,2449495020,217,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '09:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '09:47', 'global_id': 2449495020}"
217,2449495021,218,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '09:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '10:16', 'global_id': 2449495021}"
218,2449495022,219,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '10:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '10:48', 'global_id': 2449495022}"
219,2449495023,220,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '10:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '11:18', 'global_id': 2449495023}"
220,2449495024,221,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '11:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '11:46', 'global_id': 2449495024}"
221,2449495025,222,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '11:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '12:17', 'global_id': 2449495025}"
222,2449495026,223,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '12:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '12:48', 'global_id': 2449495026}"
223,2449495028,224,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '12:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '13:20', 'global_id': 2449495028}"
224,2449495029,225,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '13:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '13:46', 'global_id': 2449495029}"
225,2449495030,226,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '13:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '14:14', 'global_id': 2449495030}"
226,2449495031,227,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '14:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '14:49', 'global_id': 2449495031}"
227,2449495032,228,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '14:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '15:17', 'global_id': 2449495032}"
228,2449495033,229,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '15:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '15:46', 'global_id': 2449495033}"
229,2449495034,230,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '15:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '16:19', 'global_id': 2449495034}"
230,2449495035,231,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '16:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '16:48', 'global_id': 2449495035}"
231,2449495036,232,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '16:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '17:18', 'global_id': 2449495036}"
232,2449495037,233,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '17:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '17:48', 'global_id': 2449495037}"
233,2449495039,234,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '17:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '18:18', 'global_id': 2449495039}"
234,2449495040,235,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '18:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '18:49', 'global_id': 2449495040}"
235,2449495041,236,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '18:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '19:20', 'global_id': 2449495041}"
236,2449495042,237,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '19:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '19:47', 'global_id': 2449495042}"
237,2449495043,238,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '19:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '20:19', 'global_id': 2449495043}"
238,2449495044,239,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '20:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '20:48', 'global_id': 2449495044}"
239,2449495045,240,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '20:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '21:19', 'global_id': 2449495045}"
240,2449495047,241,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '21:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '21:48', 'global_id': 2449495047}"
241,2449495048,242,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '21:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '22:16', 'global_id': 2449495048}"
242,2449495049,243,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '22:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '22:48', 'global_id': 2449495049}"
243,2449495050,244,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '22:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '23:18', 'global_id': 2449495050}"
244,2449495051,245,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '23:00', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '23:48', 'global_id': 2449495051}"
245,2449495052,246,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '23:30', 'StationEnd': 'Павелецкий вокзал', 'TimeEnd': '00:18', 'global_id': 2449495052}"
246,2449495053,247,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '00:01', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '00:40', 'global_id': 2449495053}"
247,2449495054,248,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '06:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '06:38', 'global_id': 2449495054}"
248,2449495057,249,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '06:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '07:08', 'global_id': 2449495057}"
249,2449495058,250,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '07:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '07:40', 'global_id': 2449495058}"
250,2449495060,251,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '07:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '08:09', 'global_id': 2449495060}"
251,2449495061,252,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '08:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '08:39', 'global_id': 2449495061}"
252,2449495062,253,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '08:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '09:09', 'global_id': 2449495062}"
253,2449495063,254,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '09:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '09:40', 'global_id': 2449495063}"
254,2449495064,255,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '09:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '10:09', 'global_id': 2449495064}"
255,2449495065,256,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '10:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '10:41', 'global_id': 2449495065}"
256,2449495066,257,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '10:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '11:10', 'global_id': 2449495066}"
257,2449495067,258,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '11:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '11:39', 'global_id': 2449495067}"
258,2449495068,259,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '11:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '12:10', 'global_id': 2449495068}"
259,2449495070,260,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '12:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '12:41', 'global_id': 2449495070}"
260,2449495071,261,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '12:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '13:12', 'global_id': 2449495071}"
261,2449495073,262,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '13:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '13:39', 'global_id': 2449495073}"
262,2449495074,263,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '13:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '14:07', 'global_id': 2449495074}"
263,2449495075,264,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '14:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '14:39', 'global_id': 2449495075}"
264,2449495076,265,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '14:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '15:09', 'global_id': 2449495076}"
