,global_id,Number,Cells
265,2449495077,266,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '15:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '15:39', 'global_id': 2449495077}"
266,2449495078,267,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '15:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '16:12', 'global_id': 2449495078}"
267,2449495079,268,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '16:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '16:41', 'global_id': 2449495079}"
268,2449495080,269,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '16:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '17:10', 'global_id': 2449495080}"
269,2449495082,270,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '17:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '17:41', 'global_id': 2449495082}"
270,2449495083,271,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '17:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '18:11', 'global_id': 2449495083}"
271,2449495084,272,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '18:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '18:42', 'global_id': 2449495084}"
272,2449495085,273,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '18:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '19:11', 'global_id': 2449495085}"
273,2449495087,274,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '19:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '19:39', 'global_id': 2449495087}"
274,2449495088,275,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '19:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '20:12', 'global_id': 2449495088}"
275,2449495089,276,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '20:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '20:40', 'global_id': 2449495089}"
276,2449495090,277,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '20:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '21:12', 'global_id': 2449495090}"
277,2449495091,278,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '21:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '21:41', 'global_id': 2449495091}"
278,2449495092,279,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '21:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '22:09', 'global_id': 2449495092}"
279,2449495093,280,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '22:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '22:41', 'global_id': 2449495093}"
280,2449495094,281,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '22:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '23:11', 'global_id': 2449495094}"
281,2449495096,282,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '23:00', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '23:40', 'global_id': 2449495096}"
282,2449495097,283,"{'StationStart': 'Аэропорт Домодедово', 'Line': 'В Домодедово', 'TimeStart': '23:30', 'StationEnd': 'Верхние Котлы', 'TimeEnd': '00:11', 'global_id': 2449495097}"
283,2449495140,284,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '04:47', 'StationEnd': 'Окружная', 'TimeEnd': '05:16', 'global_id': 2449495140}"
284,2449495141,285,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '05:25', 'StationEnd': 'Окружная', 'TimeEnd': '05:52', 'global_id': 2449495141}"
285,2449495142,286,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '05:45', 'StationEnd': 'Окружная', 'TimeEnd': '06:19', 'global_id': 2449495142}"
286,2449495143,287,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '06:28', 'StationEnd': 'Окружная', 'TimeEnd': '07:01', 'global_id': 2449495143}"
287,2449495145,288,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '06:58', 'StationEnd': 'Окружная', 'TimeEnd': '07:30', 'global_id': 2449495145}"
288,2449495146,289,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '07:38', 'StationEnd': 'Окружная', 'TimeEnd': '08:11', 'global_id': 2449495146}"
289,2449495147,290,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '08:09', 'StationEnd': 'Окружная', 'TimeEnd': '08:42', 'global_id': 2449495147}"
290,2449495148,291,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '08:49', 'StationEnd': 'Окружная', 'TimeEnd': '09:22', 'global_id': 2449495148}"
291,2449495149,292,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '09:19', 'StationEnd': 'Окружная', 'TimeEnd': '09:52', 'global_id': 2449495149}"
292,2449495150,293,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '09:59', 'StationEnd': 'Окружная', 'TimeEnd': '10:31', 'global_id': 2449495150}"
293,2449495152,294,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '10:30', 'StationEnd': 'Окружная', 'TimeEnd': '11:02', 'global_id': 2449495152}"
294,2449495153,295,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '11:08', 'StationEnd': 'Окружная', 'TimeEnd': '11:42', 'global_id': 2449495153}"
295,2449495154,296,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '11:38', 'StationEnd': 'Окружная', 'TimeEnd': '12:11', 'global_id': 2449495154}"
296,2449495155,297,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '12:19', 'StationEnd': 'Окружная', 'TimeEnd': '12:52', 'global_id': 2449495155}"
297,2449495157,298,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '12:47', 'StationEnd': 'Окружная', 'TimeEnd': '13:21', 'global_id': 2449495157}"
298,2449495158,299,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '13:28', 'StationEnd': 'Окружная', 'TimeEnd': '14:02', 'global_id': 2449495158}"
299,2449495159,300,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '13:58', 'StationEnd': 'Окружная', 'TimeEnd': '14:32', 'global_id': 2449495159}"
300,2449495160,301,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '14:38', 'StationEnd': 'Окружная', 'TimeEnd': '15:12', 'global_id': 2449495160}"
301,2449495161,302,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '15:08', 'StationEnd': 'Окружная', 'TimeEnd': '15:43', 'global_id': 2449495161}"
302,2449495162,303,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '15:48', 'StationEnd': 'Окружная', 'TimeEnd': '16:22', 'global_id': 2449495162}"
303,2449495163,304,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '16:18', 'StationEnd': 'Окружная', 'TimeEnd': '16:52', 'global_id': 2449495163}"
304,2449495165,305,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '16:58', 'StationEnd': 'Окружная', 'TimeEnd': '17:32', 'global_id': 2449495165}"
305,2449495166,306,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '17:29', 'StationEnd': 'Окружная', 'TimeEnd': '18:02', 'global_id': 2449495166}"
306,2449495168,307,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '18:08', 'StationEnd': 'Окружная', 'TimeEnd': '18:42', 'global_id': 2449495168}"
307,2449495169,308,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '18:41', 'StationEnd': 'Окружная', 'TimeEnd': '19:11', 'global_id': 2449495169}"
308,2449495170,309,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '19:18', 'StationEnd': 'Окружная', 'TimeEnd': '19:53', 'global_id': 2449495170}"
309,2449495171,310,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '19:48', 'StationEnd': 'Окружная', 'TimeEnd': '20:22', 'global_id': 2449495171}"
310,2449495172,311,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '20:31', 'StationEnd': 'Окружная', 'TimeEnd': '21:02', 'global_id': 2449495172}"
311,2449495173,312,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '20:59', 'StationEnd': 'Окружная', 'TimeEnd': '21:32', 'global_id': 2449495173}"
312,2449495174,313,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '21:37', 'StationEnd': 'Окружная', 'TimeEnd': '22:12', 'global_id': 2449495174}"
313,2449495176,314,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '22:05', 'StationEnd': 'Окружная', 'TimeEnd': '22:39', 'global_id': 2449495176}"
314,2449495177,315,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '22:55', 'StationEnd': 'Окружная', 'TimeEnd': '23:28', 'global_id': 2449495177}"
315,2449495178,316,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '23:28', 'StationEnd': 'Окружная', 'TimeEnd': '00:00', 'global_id': 2449495178}"
316,2449495180,317,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '00:17', 'StationEnd': 'Окружная', 'TimeEnd': '00:49', 'global_id': 2449495180}"
317,2449495181,318,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '04:47', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '05:32', 'global_id': 2449495181}"
318,2449495182,319,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '05:25', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '06:09', 'global_id': 2449495182}"
319,2449495183,320,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '05:45', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '06:39', 'global_id': 2449495183}"
320,2449495184,321,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '06:28', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '07:19', 'global_id': 2449495184}"
321,2449495185,322,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '06:58', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '07:49', 'global_id': 2449495185}"
322,2449495187,323,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '07:38', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '08:30', 'global_id': 2449495187}"
323,2449495188,324,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '08:09', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '09:00', 'global_id': 2449495188}"
324,2449495189,325,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '08:49', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '09:40', 'global_id': 2449495189}"
325,2449495191,326,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '09:19', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '10:10', 'global_id': 2449495191}"
326,2449495192,327,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '09:59', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '10:50', 'global_id': 2449495192}"
327,2449495193,328,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '10:30', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '11:20', 'global_id': 2449495193}"
328,2449495194,329,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '11:08', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '12:00', 'global_id': 2449495194}"
329,2449495195,330,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '11:38', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '12:30', 'global_id': 2449495195}"
330,2449495196,331,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '12:19', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '13:10', 'global_id': 2449495196}"
331,2449495198,332,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '12:47', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '13:40', 'global_id': 2449495198}"
332,2449495199,333,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '13:28', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '14:20', 'global_id': 2449495199}"
333,2449495200,334,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '13:58', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '14:50', 'global_id': 2449495200}"
334,2449495202,335,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '14:38', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '15:30', 'global_id': 2449495202}"
335,2449495203,336,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '15:08', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '16:00', 'global_id': 2449495203}"
336,2449495204,337,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '15:48', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '16:40', 'global_id': 2449495204}"
337,2449495205,338,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '16:18', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '17:10', 'global_id': 2449495205}"
338,2449495206,339,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '16:58', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '17:50', 'global_id': 2449495206}"
339,2449495207,340,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '17:29', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '18:20', 'global_id': 2449495207}"
340,2449495208,341,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '18:08', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '19:00', 'global_id': 2449495208}"
341,2449495210,342,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '18:41', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '19:30', 'global_id': 2449495210}"
342,2449495211,343,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '19:18', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '20:10', 'global_id': 2449495211}"
343,2449495212,344,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '19:48', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '20:40', 'global_id': 2449495212}"
344,2449495214,345,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '20:31', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '21:20', 'global_id': 2449495214}"
345,2449495215,346,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '20:59', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '21:50', 'global_id': 2449495215}"
346,2449495216,347,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '21:37', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '22:30', 'global_id': 2449495216}"
347,2449495217,348,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '22:05', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '22:57', 'global_id': 2449495217}"
348,2449495218,349,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '22:55', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '23:45', 'global_id': 2449495218}"
349,2449495219,350,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '23:28', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '00:18', 'global_id': 2449495219}"
350,2449495220,351,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '00:17', 'StationEnd': 'Белорусский вокзал', 'TimeEnd': '01:06', 'global_id': 2449495220}"
351,2449495227,352,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '05:20', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '05:53', 'global_id': 2449495227}"
352,2449495228,353,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '05:45', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '06:25', 'global_id': 2449495228}"
353,2449495229,354,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '06:22', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '07:07', 'global_id': 2449495229}"
354,2449495230,355,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '06:52', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '07:38', 'global_id': 2449495230}"
355,2449495232,356,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '07:32', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '08:21', 'global_id': 2449495232}"
356,2449495233,357,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '08:03', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '08:50', 'global_id': 2449495233}"
357,2449495234,358,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '08:43', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '09:30', 'global_id': 2449495234}"
358,2449495235,359,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '09:13', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '10:02', 'global_id': 2449495235}"
359,2449495236,360,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '09:53', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '10:38', 'global_id': 2449495236}"
360,2449495238,361,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '10:23', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '11:08', 'global_id': 2449495238}"
361,2449495239,362,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '11:03', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '11:48', 'global_id': 2449495239}"
362,2449495240,363,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '11:33', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '12:17', 'global_id': 2449495240}"
363,2449495241,364,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '12:13', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '12:57', 'global_id': 2449495241}"
364,2449495243,365,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '12:43', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '13:27', 'global_id': 2449495243}"
365,2449495244,366,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '13:23', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '14:07', 'global_id': 2449495244}"
366,2449495245,367,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '13:53', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '14:37', 'global_id': 2449495245}"
367,2449495246,368,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '14:33', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '15:17', 'global_id': 2449495246}"
368,2449495247,369,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '15:03', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '15:48', 'global_id': 2449495247}"
369,2449495248,370,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '15:43', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '16:28', 'global_id': 2449495248}"
370,2449495249,371,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '16:13', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '17:02', 'global_id': 2449495249}"
371,2449495251,372,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '16:53', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '17:38', 'global_id': 2449495251}"
372,2449495252,373,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '17:23', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '18:12', 'global_id': 2449495252}"
373,2449495253,374,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '18:03', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '18:48', 'global_id': 2449495253}"
374,2449495255,375,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '18:33', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '19:18', 'global_id': 2449495255}"
375,2449495256,376,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '19:13', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '20:02', 'global_id': 2449495256}"
376,2449495257,377,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '19:43', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '20:28', 'global_id': 2449495257}"
377,2449495258,378,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '20:23', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '21:08', 'global_id': 2449495258}"
378,2449495259,379,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '20:53', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '21:35', 'global_id': 2449495259}"
379,2449495260,380,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '21:33', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '22:14', 'global_id': 2449495260}"
380,2449495261,381,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '22:08', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '22:54', 'global_id': 2449495261}"
381,2449495262,382,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '22:40', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '23:28', 'global_id': 2449495262}"
382,2449495264,383,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '23:23', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '00:08', 'global_id': 2449495264}"
383,2449495265,384,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '23:55', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '00:41', 'global_id': 2449495265}"
384,2449495266,385,"{'StationStart': 'Савеловский вокзал', 'Line': 'В Шереметьево', 'TimeStart': '00:41', 'StationEnd': 'Аэропорт Шереметьево', 'TimeEnd': '01:29', 'global_id': 2449495266}"
385,2449497374,386,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '13:58', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '14:45', 'global_id': 2449497374}"
386,2449497906,387,"{'StationStart': 'Киевский вокзал', 'Line': 'Во Внуково', 'TimeStart': '14:00', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '14:40', 'global_id': 2449497906}"
387,2449498910,388,"{'StationStart': 'Киевский вокзал', 'Line': 'Во Внуково', 'TimeStart': '15:00', 'StationEnd': 'Аэропорт Внуково', 'TimeEnd': '15:35', 'global_id': 2449498910}"
388,2449499017,389,"{'StationStart': 'Верхние Котлы', 'Line': 'В Домодедово', 'TimeStart': '15:08', 'StationEnd': 'Аэропорт Домодедово', 'TimeEnd': '15:48', 'global_id': 2449499017}"
389,2449499119,390,"{'StationStart': 'Верхние Котлы', 'Line': 'В Домодедово', 'TimeStart': '15:38', 'StationEnd': 'Аэропорт Домодедово', 'TimeEnd': '16:18', 'global_id': 2449499119}"
390,2449499246,391,"{'StationStart': 'Верхние Котлы', 'Line': 'В Домодедово', 'TimeStart': '22:38', 'StationEnd': 'Аэропорт Домодедово', 'TimeEnd': '23:16', 'global_id': 2449499246}"
391,2449499506,392,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '04:47', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '05:27', 'global_id': 2449499506}"
392,2449499601,393,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '05:25', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '06:03', 'global_id': 2449499601}"
393,2449499683,394,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '05:45', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '06:34', 'global_id': 2449499683}"
394,2449499769,395,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '06:28', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '07:14', 'global_id': 2449499769}"
395,2449499866,396,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '06:58', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '07:44', 'global_id': 2449499866}"
